,Timestamp,Side,Base Currency Vol.,Quote Currency Vol.,Vol. (USD),Liquidity in Pool,PoolID
112,2021-06-17 23:56:02,Buy,764108940.9486024,243290876.7570066,6632907228.6574135,104814.11947313396,0xe53d3b319e0e5b48a3c1a07295ecba7cb56262a9ce228945856df12b867a8c89-0
113,2021-06-17 23:51:20,Sell,764108940.9486024,243290876.7570066,6632907228.6574135,104814.11947313396,0x44deaebe9a6127f53df0c84a6e50be49a18456680e4baae559968ea2e6f70f7a-0
114,2021-06-17 23:35:26,Sell,764108940.9486024,243290876.7570066,6632907228.6574135,104814.11947313396,0x3d04c1d415b65957edce1a9fec15878cb353d807d515000de50585eb4f5fc64b-1
115,2021-06-17 23:34:17,Buy,764108940.9486024,243290876.7570066,6632907228.6574135,104814.11947313396,0xe31f95df989e6e16e4a6aacf15338d7db110ff12224b77c7107e3015b32e59fa-0
116,2021-06-17 23:29:07,Buy,764108940.9486024,243290876.7570066,6632907228.6574135,104814.11947313396,0xde6e84ea00ec3f706a0e62391a60e3cb4fe989630d9a7299592a4bbf64851a6f-0
117,2021-06-17 23:27:01,Buy,764108940.9486024,243290876.7570066,6632907228.6574135,104814.11947313396,0xceed05a93bdcd4aec262ebe73e4ecdf9d47ed527a77e1083f49f2141604a7493-0
118,2021-06-17 23:25:59,Buy,764108940.9486024,243290876.7570066,6632907228.6574135,104814.11947313396,0x5db6f9f707ff3de94dc7dce1689642c7e0cbd7f24151000a1ac6dbafd10b1466-0
119,2021-06-17 23:25:38,Buy,764108940.9486024,243290876.7570066,6632907228.6574135,104814.11947313396,0x9a6cf31bdf08ce99142679bb823512ac9017adb6d2bc8b3c919da0377fcfacaa-0
120,2021-06-17 23:25:12,Buy,764108940.9486024,243290876.7570066,6632907228.6574135,104814.11947313396,0xd870bdf57c9509fd2ebfb7022221c22147826a8a38ae5c9a4a42a87db8b5639b-0
121,2021-06-17 23:25:12,Buy,764108940.9486024,243290876.7570066,6632907228.6574135,104814.11947313396,0x16511fbafab666963aff04d5f9e687cff91dd26c83c61b56f54c41f03ef63f0f-0
122,2021-06-17 23:22:50,Sell,764108940.9486024,243290876.7570066,6632907228.6574135,104814.11947313396,0xbd2ec48e789e2734e0db740d32266d31aeabd5d227de3610499507dd70e50341-0
123,2021-06-17 23:22:46,Sell,764108940.9486024,243290876.7570066,6632907228.6574135,104814.11947313396,0xef1b46a3f87920082e5f87a501538d6ccc5fb3caa1043bc34582790d6831f528-0
124,2021-06-17 23:18:49,Sell,764108940.9486024,243290876.7570066,6632907228.6574135,104814.11947313396,0x1529c22417249dc574092731bc8d51efa6bf0b7476e7dc4db68744c46785bf97-0
125,2021-06-17 23:11:35,Sell,764108940.9486024,243290876.7570066,6632907228.6574135,104814.11947313396,0x1c56654fb21c269159f6465d3329810ebf5a9a2a98a8d6b4c4a65f00d80939fb-0
126,2021-06-17 23:07:18,Sell,764108940.9486024,243290876.7570066,6632907228.6574135,104814.11947313396,0xe2e047068d4caa12f858fc35015fd4a9d92f2d6677c34b8cd7b7dc9fd3d58d1c-0
127,2021-06-17 22:57:00,Sell,764108940.9486024,243290876.7570066,6632907228.6574135,104814.11947313396,0x78b17b80ab326c0245dbe9bdde551a3e1d8aaab62a629d6e23392cec7ff65f27-0
128,2021-06-17 22:46:52,Sell,764108940.9486024,243290876.7570066,6632907228.6574135,104814.11947313396,0xea8aa961c144d791bba87d7234057e5b5fbc3993f66a80cc8b0e8ac0e498384a-0
129,2021-06-17 22:45:36,Buy,764108940.9486024,243290876.7570066,6632907228.6574135,104814.11947313396,0x6cd6089d49cf4afc0d29d0b4f3a838c902c4c0aab2bd2bcbea690d9eecd38146-0
130,2021-06-17 22:44:52,Buy,764108940.9486024,243290876.7570066,6632907228.6574135,104814.11947313396,0xbe49403cd8ee9500f13965196cd81cd7778ade8197f74dbf0d1c894591cf2eb4-0
131,2021-06-17 22:43:57,Buy,764108940.9486024,243290876.7570066,6632907228.6574135,104814.11947313396,0xbc1dae984bf46ec171fe16e59b43e78b2de97b4cf1969e2a210ddbe3646a76fc-0
132,2021-06-17 22:43:57,Buy,764108940.9486024,243290876.7570066,6632907228.6574135,104814.11947313396,0x3f9586f8d01fcf5bb87b29ae6ba1c5170ffa5a4e99bcd0fbea42259b1d5cba85-0
133,2021-06-17 22:43:47,Buy,764108940.9486024,243290876.7570066,6632907228.6574135,104814.11947313396,0x9521b54093cdd47ae2b825c98997515f82d0dcc459c974bf98d576f662d9eecd-0
134,2021-06-17 22:43:33,Buy,764108940.9486024,243290876.7570066,6632907228.6574135,104814.11947313396,0xc6308564a579291f31439a62ffaf39c1a22f694677ee674f3d08bb720e19e485-0
135,2021-06-17 22:41:06,Sell,764108940.9486024,243290876.7570066,6632907228.6574135,104814.11947313396,0x8371d037bbc8c53647b79784af70dfd358f6e3d632db2a38541d60f6cc48086c-0
136,2021-06-17 22:40:52,Buy,764108940.9486024,243290876.7570066,6632907228.6574135,104814.11947313396,0xf6b4ca3a318f0ff55c0bf774775f6fd6a1df7d8a67ae7a1036a6557a71a771e2-2
137,2021-06-17 22:35:14,Sell,764108940.9486024,243290876.7570066,6632907228.6574135,104814.11947313396,0x7430608617efa788f15e6adccc57533df5fe5d75f1f47a2f8615d0dd6dc85127-0
